numero_expediente,id_interno,antecedentes,asunto
01291-1999-AA,32186,,
00369-1999-AA,33098,,
00728-1999-AA,33099,,
00833-1999-HC,33100,,
00620-1999-AA,33101,,
00622-1999-AA,33102,,
00623-1999-AA,33103,,
00570-1999-AA,33104,,
00627-1999-AA,33105,,
00566-1997-AA,33106,,
00630-1997-AA,33107,,
00631-1997-AA,33108,,
00979-1998-AC,33109,,
01061-1998-AA,33110,,
00613-1999-HC,33111,,
01069-1996-AA,33112,,
00673-1997-AA,33113,,
00392-1998-AA,33114,,
00461-1997-AA,33115,,
00417-1999-AA,33116,,
00403-1999-AA,33117,,
00375-1999-AA,33118,,
00376-1999-AA,33119,,
00386-1998-AA,33120,,
00497-1999-HC,33121,,
00510-1999-AA,33122,,
00441-1999-AA,33123,,
01112-1997-AA,33124,,
00379-1999-AA,33125,,
00634-1997-AA,33126,,
00674-1997-AA,33127,,
00638-1999-HC,33128,,
00677-1997-AA,33129,,
00176-1998-AC,33130,,
00525-1997-HC,33131,,
00185-1999-AA,33132,,
00183-1998-AA,33133,,
00170-1998-AA,33134,,
00328-1999-AA,33135,,
00329-1999-AA,33136,,
00322-1997-AA,33137,,
00286-1999-AA,33138,,
00848-1997-HC,33139,,
00752-1997-AC,33140,,
00336-1999-AA,33141,,
00834-1999-HC,33142,,
00770-1997-AA,33143,,
01221-1997-AA,33144,,
01131-1999-HC,33145,,
01133-1997-AA,33146,,
00771-1997-AA,33147,,
00072-1999-HC,33148,,
00094-1999-AA,33149,,
00005-1999-AA,33150,,
00011-1998-AA,33151,,
00025-1999-AA,33152,,
00006-1999-AA,33153,,
01007-1997-AA,33154,,
01056-1998-AA,33155,,
00866-1998-AA,33156,,
00861-1998-AA,33157,,
00862-1997-AA,33158,,
00912-1997-AA,33159,,
01037-1998-AA,33160,,
00998-1998-AA,33161,,
00515-1999-AA,33162,,
00561-1999-AA,33163,,
00640-1997-AA,33164,,
01124-1998-AA,33165,,
01071-1997-AA,33166,,
00975-1999-HC,33167,,
01120-1997-AA,33168,,
01113-1997-AA,33169,,
01070-1997-AA,33170,,
01116-1997-AA,33171,,
01118-1997-AA,33172,,
01123-1997-AA,33173,,
01129-1997-AA,33174,,
01127-1997-AA,33175,,
01128-1997-AA,33176,,
01126-1997-AA,33177,,
00596-1999-HC,33178,,
00644-1997-AA,33179,,
00628-1997-AC,33180,,
00920-1997-AA,33181,,
00842-1997-AA,33182,,
00851-1997-AA,33183,,
00758-1997-AA,33184,,
00831-1999-HC,33185,,
01010-1997-AA,33186,,
01053-1997-AA,33187,,
01055-1997-AA,33188,,
00962-1997-AA,33189,,
01039-1997-AA,33190,,
00894-1997-AA,33191,,
01029-1997-AA,33192,,
00939-1997-AA,33193,,
01031-1997-AA,33194,,
01119-1997-AA,33195,,
01072-1997-AA,33196,,
01115-1997-AA,33197,,
01138-1997-AA,33198,,
01125-1997-AA,33199,,
01110-1997-AA,33200,,
01102-1997-AA,33201,,
01107-1997-AA,33202,,
01018-1997-AA,33203,,
01139-1997-AA,33204,,
00845-1997-AA,33205,,
00850-1997-AA,33206,,
01011-1997-AA,33207,,
00858-1997-AA,33208,,
00900-1997-AA,33209,,
01019-1997-AA,33210,,
00961-1997-AA,33211,,
01015-1997-AA,33212,,
01008-1997-AA,33213,,
01037-1997-AA,33214,,
01061-1997-AA,33215,,
01026-1997-AA,33216,,
00944-1997-AA,33217,,
01062-1997-AA,33218,,
00922-1997-AA,33219,,
01049-1997-AA,33220,,
00985-1997-AA,33221,,
01021-1997-AA,33222,,
00837-1998-AA,33223,,
00681-1997-AA,33224,,
00805-1997-AA,33225,,
00296-1997-AA,33226,,
00156-1998-AA,33227,,
00043-1998-AA,33228,,
00533-1999-AA,33229,,
00418-1998-AA,33230,,
00354-1998-AC,33231,,
00285-1999-AA,33232,,
00393-1999-AC,33233,,
00510-1998-AA,33234,,
00089-1999-AC,33235,,
00010-1998-AA,33236,,
01249-1997-AA,33237,,
01281-1997-AA,33238,,
01139-1998-AA,33239,,
01155-1997-AC,33240,,
01158-1997-AA,33241,,
00965-1999-HC,33242,,
01026-1998-AA,33243,,
00923-1997-AA,33244,,
00928-1998-AA,33245,,
00617-1999-HC,33246,,
00573-1999-AA,33247,,
00698-1997-AA,33248,,
00568-1999-AA,33249,,
00673-1999-AA,33250,,
00725-1998-AA,33251,,
00806-1999-AA,33252,,
00804-1997-AA,33253,,
00295-1997-AA,33254,,
00251-1999-AA,33255,,
00753-1999-AA,33256,,
00603-1999-HC,33257,,
00281-1999-HC,33258,,
00119-1999-AA,33259,,
00199-1998-AA,33260,,
00548-1999-HC,33261,,
00572-1999-AA,33262,,
00571-1999-AA,33263,,
00511-1999-AA,33264,,
00511-1998-AA,33265,,
00356-1997-AA,33266,,
01141-1998-AA,33267,,
00763-1997-AA,33268,,
00802-1998-AA,33269,,
00002-1999-CC,33270,,
00980-1997-AA,33271,,
00967-1997-AA,33272,,
00550-1999-HC,33273,,
00175-1999-AA,33274,,
00840-1997-AA,33275,,
00844-1997-AA,33276,,
01131-1997-AA,33277,,
00853-1997-AA,33278,,
01121-1997-AA,33279,,
01075-1997-AA,33280,,
01104-1997-AA,33281,,
01103-1997-AA,33282,,
01109-1997-AA,33283,,
00032-1998-AC,33284,,
00065-1998-AA,33285,,
00052-1999-AA,33286,,
00958-1997-AA,33287,,
00027-1999-AA,33288,,
00979-1997-AA,33289,,
00891-1997-AA,33290,,
00971-1997-AA,33291,,
01016-1997-AA,33292,,
01017-1997-AA,33293,,
00864-1997-AA,33294,,
00865-1997-AA,33295,,
00964-1997-AA,33296,,
00966-1997-AA,33297,,
00960-1997-AA,33298,,
00959-1997-AA,33299,,
01009-1997-AA,33300,,
00885-1997-AA,33301,,
00892-1997-AA,33302,,
00973-1997-AA,33303,,
00895-1997-AA,33304,,
00970-1997-AA,33305,,
00937-1997-AA,33306,,
00984-1997-AA,33307,,
00927-1997-AA,33308,,
00888-1997-AA,33309,,
00936-1997-AA,33310,,
01063-1997-AA,33311,,
00514-1998-AA,33312,,
00903-1997-AA,33313,,
01191-1997-AA,33314,,
00467-1998-AA,33315,,
00433-1998-AA,33316,,
00622-1998-AA,33317,,
00638-1997-AA,33318,,
00527-1998-AA,33319,,
00294-1998-AA,33320,,
00264-1998-AA,33321,,
00415-1999-AA,33322,,
00470-1998-AA,33323,,
00481-1997-AA,33324,,
00405-1998-AA,33325,,
00623-1998-AA,33326,,
00555-1999-AA,33327,,
00597-1998-AA,33328,,
00917-1997-AA,33329,,
00918-1999-AA,33330,,
00849-1999-AA,33331,,
00850-1999-HC,33332,,
00717-1999-AA,33333,,
01132-1997-AA,33334,,
00812-1999-AA,33335,,
00853-1999-HC,33336,,
00723-1998-AA,33337,,
01207-1997-AA,33338,,
01136-1997-AA,33339,,
01141-1997-AA,33340,,
01209-1997-AA,33341,,
00889-1997-AC,33342,,
00911-1998-AA,33343,,
00935-1997-AA,33344,,
01002-1997-AA,33345,,
01003-1997-AA,33346,,
00535-1999-AA,33347,,
00661-1998-AC,33348,,
00458-1998-AA,33349,,
01024-1998-AA,33350,,
00672-1999-AA,33351,,
00541-1998-AA,33352,,
00189-1999-AA,33353,,
00200-1999-AA,33354,,
00746-1997-AA,33355,,
00291-1999-AC,33356,,
00798-1998-AA,33357,,
00844-1998-AA,33358,,
00749-1999-AC,33359,,
00269-1998-AA,33360,,
00292-1999-AC,33361,,
00791-1998-AA,33362,,
00826-1999-HC,33363,,
00759-1998-AA,33364,,
00732-1998-AA,33365,,
00763-1998-AA,33366,,
00811-1998-AA,33367,,
01084-1998-AA,33368,,
01076-1997-AA,33369,,
01105-1998-AA,33370,,
01195-1997-AA,33371,,
01205-1997-AA,33372,,
00416-1998-AA,33373,,
01240-1997-AA,33374,,
01089-1998-AC,33375,,
00373-1999-AA,33376,,
01078-1998-HC,33377,,
00420-1999-AA,33378,,
00476-1998-AA,33379,,
00396-1998-AC,33380,,
00345-1997-AA,33381,,
00431-1998-AA,33382,,
00078-1999-AA,33383,,
00046-1993-AA,33384,,
00013-1995-AA,33385,,
00087-1999-AC,33386,,
00900-1999-HC,33387,,
00901-1999-HC,33388,,
00978-1998-AA,33389,,
00971-1999-HC,33390,,
00970-1999-HC,33391,,
00995-1998-AA,33392,,
00654-1998-AA,33393,,
00649-1997-AC,33394,,
00651-1997-AA,33395,,
00568-1997-AA,33396,,
00569-1999-AA,33397,,
00625-1998-AA,33398,,
00519-1999-AA,33399,,
00543-1999-AA,33400,,
00678-1999-HC,33401,,
00587-1999-AA,33402,,
00539-1999-AA,33403,,
00628-1999-AA,33404,,
01199-1999-AA,33405,,
01079-1999-HC,33406,,
00395-1997-AA,33407,,
00410-1999-AA,33408,,
00451-1999-AA,33409,,
00411-1999-AA,33410,,
00349-1998-AC,33411,,
00760-1999-AA,33412,,
00962-1999-HC,33413,,
01283-1997-AA,33414,,
00342-1998-AC,33415,,
00907-1997-AA,33416,,
00933-1998-AA,33417,,
00961-1999-HC,33418,,
00895-1998-AC,33419,,
00902-1999-HC,33420,,
00896-1998-AC,33421,,
01047-1998-AA,33422,,
00936-1998-AA,33423,,
