numero_expediente,id_interno,antecedentes,asunto
01988-2003-AA,27078,"Con fecha 18 de febrero de 2003, el recurrente interpone acción de amparo
contra la Municipalidad Provincial de Sullana, a fin de que se le inaplique el
Memorando N.o 061-2003/MPS-OADM-UPER, de fecha 5 de enero de 2003, y se
ordene su reincorporación en el cargo que venía desempeñando hasta antes de su
arbitraria destitución o en otro de igual nivel, debiéndosele abonar sus remuneraciones
. evengadas. Manifiesta haber sido contratado desde elide febrero de 2001 hasta el 31
de diciembre de 2002, para ejercer labores de jardinero con cargo a Proyecto de
Inversión y obrero de limpieza pública con cargo al Proyecto de Ampliación del
Servicio de Limpieza Pública; y que, habiendo acumulado más de un año de servicios
ininterrumpidos, resulta aplicable a su caso el artículo 10 de la Ley N.O 24041, que
establece que los servidores públicos con más de un año ininterrumpido de servicios, no
pueden ser cesados ni destituidos sino por las causas previstas en el Capítulo V del
Decreto Legislativo N.O2 76, por 10 que, al obviarse dicha disposición, se han vulnerado
sus derechos al trabajo, a la igualdad ante la ley, a la irrenunciabilidad de sus derechos
laborales y a su integridad.
La emplazada contesta la demanda y solicita que se la declare improcedente o
infundada, alegando que el actor prestó servicios no personales en calidad de jardinero
para labores de duración determinada y en la partida de Proyectos de Inversión, de
manera que el artículo 10 de la Ley N.O 24041 no le es aplicable sino más bien el inciso
2 del artículo 2 de la acotada, no habiéndosele vulnerado ningún derecho
constitucional.
El Segundo Juzgado Civil de Sullana, con fecha 2 de abril de 2003, declaró
infundada la demanda, considerando que en autos está acreditado que el demandante
desarrolló labores a plazo fijo y que, por tanto, no se encuentra amparado por la Ley
N.O 24041.
La recurrida confirmó la apelada, estimando que el accionante laboró contratado a
plazo determinado en proyectos de inversión, y no en forma ininterrumpida, por lo que
no le es aplicable el artículo 1° de la Ley N.O 24041.","Recurso extraordinario interpuesto por don Santos Sebastián Izquierdo
Chinchay, contra la sentencia de la Sala Descentralizada Mixta de Sullana de la Corte
Superior de Justicia de Piura, de fojas 81, su fecha 30 de junio de 2003, que declaró
infundada la acción de amparo de autos."
00745-2003-AA,27508,"Con fecha 24 de setiembre de 2002, el recurrente interpone acción de amparo
contralaDirecciónRegionalde Educación(DRE)- Ayacucho,con el objeto de que se
declare inaplicable la Resolución Directoral Regional N.° 01557. Señala que mediante
Carta EF/92.0401 N.° 006-2000, del 10 de enero de 2000, el apoderado adjunto
administrador del Banco de la Nación comunica a la entidad emplazada ciertas
irregularidades en el pago de remuneraciones y pensiones del personal activo y cesante
de la Región de Educación, por lo que el Director Regional de Educación le cursa el
Oficio N.° 150-2000-CTAR-DRE-OAI-INVI, de fecha 25 del mismo mes y año,
solicitando el disquete sobre Reporte de Remuneraciones del Personal Activo y Cesante
de la DRE, correspondiente a los años 1998 y 1999. Indica que, a raíz de ello, se emite
el Oficio N.° 724-2000-CTAR-AYAC-DRE/OAI-CAFP, de fecha 25 de agosto de
2000, sobre comunicación de los hallazgos y solicitud de descargo, lo que motiva el
Informe N.° 001-2000-CTAR-AYAC/DRE-OAI, de fecha 14 de abril de 2000, que no
es oportunamente remitido al Director de la DRE, por lo que este no lo envía a la
Comisión Permanente de Procesos Administrativos. Agrega que el 12 de junio de 2001,
la Oficina de Auditoría Interna emite un nuevo Informe, el N.° 007-2001-CTAR-
AYAC/DRE-DOAI-CEERP, que se remite al Director de la DRE el 15 de junio de
2001, e ingresa a mesa de partes el 19 del mismo mes y año, en razón de que se expide
la Resolución Directoral Regional N.° 1290, de fecha 15 de mayo de 2002, a través de
la cual se dispone iniciar proceso administrativo en su contra. De otro lado, añade que
desde el 10 de enero de 2000, fecha en que se comunica a la DRE las irregularidades en
eL$>ag0/ae remuneraciones y pensiones de su personal, hasta la fecha en que se emite el
nfpfme N.° 001-2000-CTAR-AYAC/DRE-OAI, transcurrieron 3 meses y 4 días,
íentras que el Informe N.° 007-2001-CTAR-AYAC/DRE-DOAI-CEERP se emitió
después de 1año, 6 meses y 2 días del informe N.° 001-2000-CTAR-AYAC/DRE-OAI;
^CAO£í
y que, entre la fecha del primer informe y la de expedición de la R.D.R. N.° 1290
(15.05.02) en virtud de la cual se instaura proceso administrativo en su contra,
transcurrieron 2 años y un mes aproximadamente, en tanto que si se considera el
segundo informe como fecha deinicio de laprescripción administrativa para instaurar el
respectivo proceso ylafecha enque ello ocurrió, median 11 meses y3días; añadiendo
que, al no comunicarse oportunamente las acciones de control, desde que seexpidió el
Informe N.° 001-2000-CTAR-AYAC/DRE-OAI ya habría prescrito la acción
administrativa, afectándose suderecho aundebido proceso alimponérsele lasanción de
cese temporal, sin goce de remuneraciones, por 12 meses, mediante Resolución
AdministrativaRegionalN.°01557,del 18dejunio de2002.
La emplazada contesta la demanda solicitando que se la declare infundada,
alegando queserespetaron lasgarantías deldebido proceso ylaLeyN.°27444, siendo,
además, de aplicación los artículos 173° del Decreto Supremo N.° 005-90-PCM y 113°
del Decreto Supremo N.° 019-90-ED, que establecen que el proceso administrativo
disciplinario deberáiniciarseen unplazono mayorde 1año, contadodesde la fechaen
que la autoridad administrativa tenga conocimiento de la falta disciplinaria, bajo
responsabilidad; y que, en caso contrario, prescribe la acción administrativa sin
perjuicio del proceso civil o penal a que hubiere lugar. Asimismo, deduce las
excepciones de incompetencia, oscuridad o ambigüedad en el modo de proponer la
demanda, de faltade agotamientodelavíaadministrativaydecaducidad.
El Procurador Público a cargo de los asuntos judiciales del Ministerio de
Educación, por su parte, solicita que la demanda sea declarada improcedente o
alternativamente infundada, argumentando que la resolución impugnada ha sido
expedida con arreglo a la legislación vigente.
El Segundo Juzgado Especializado en lo Civil de Ayacucho, con fecha 6 de
diciembre de 2002, declaró infundadas las excepciones deducidas e improcedente la
demanda, por considerar que para resolver el caso de autos es necesario determinar el
momento en que la autoridad competentetomó conocimiento directo y personal de la
comisión de la faltadisciplinaria, comose desprende del artículo 173° del Reglamento
de la Ley de Bases de la Carrera Administrativa y del artículo 135°del Reglamento de
la Ley del Profesorado, tanto más cuanto que la parte accionante ha solicitado la
exhibición de todo lo actuado en el expediente administrativo, no obstante que el
proceso de amparo carece de etapa probatoria, a tenor del artículo 13° de la Ley N.°
25398.
La recurrida, revocando la apelada, declaró fundada la excepción de falta de
amiento de la vía administrativa, considerando que la resolución impugnada en
era impugnable en sede administrativa, lo que no ocurrió en el caso de autos.
¿¿MM-V","Recurso extraordinario interpuesto por don Nerio Janampa Acuña contra la
sentenciade la Segunda Sala Mixta de la Corte Superior de Justicia de Ayacucho,de
fojas 401,su fecha31 de enerode2003,quedeclaró improcedente la acciónde amparo
de autos."
00484-2003-AA,27827,"Con fecha 8 de mayo de 2002. el recurrente interpone acción de amparo contra
la Oficina de Normalización Previsional (ONP). con objeto de que se declare
inaplicable la Resolución N.° 31906-97-ONP/DC, alegando que se le ha aplicado
indebidamente el Decreto Ley N.° 25967. Asimismo, solicita que se practique la
liquidación de laspensiones devengadas yel pagode los intereses.
La emplazada contesta la demanda señalando que a la fecha en que entró en
vigencia el Decreto Ley N.° 25967 el demandante no había adquirido el derecho de
gozar de una pensión adelantada, ya que contaba 54 años de edad y con 36 años de
aportaciones, no cumpliendo así los requisitos exigidos en el artículo44.° del Decreto
LeyN.° 19990.
El Séptimo Juzgado Especializado en lo Civil de Chiclayo, con fecha 2 de
setiembre de 2002. declaró infundada la demanda, por considerar que el recurrente no
cumplió los requisitos establecidos porel Decreto Ley N.° 19990 paratenerderecho a
pensión adelantada, antesde laentradaenvigencia del Decreto Ley N.°25967.
La recurrida confirmó la apelada por los mismos fundamentos.","w
Recurso extraordinario interpuesto por don José Francisco Oblitas García contra
la sentencia de la Primera Sala Civil de la Corte Superior de Justicia de Lambayeque, de
fojas 66, su fecha 30 de diciembre de 2002. que declaró infundada la acción de amparo
de autos."
02345-2003-AA,28447,"Con fecha 8 de enero de 2003, la recurrente interpone acción de amparo contra la
Municipalidad Distrital de Yarinacocha, con el fin de que se declare inaplicable el
Memorando N.° 337-2002-JP-MDYC, de fecha 30 de diciembre de 2002, mediante el cual se
le comunica el término de su vínculo laboral, y que se la repongaen las labores que venía
desempeñando. Sostiene queha venido desarrollando labores en forma ininterrumpida por4
años, demodoquetienederechoaseguirlaborando, segúnlodispuestoporlaLeyN.°24041.
La emplazada solicita que se declare improcedente la demanda, aduciendo que la
recurrente fuecontratada para desempeñar cargo de confianza, según consta de laResolución
de Alcaldía N.° 151-2001-ALC-MDYC. Agrega, que en los contratos que ha presentado la
accionante, correspondientes a los años 1999, 2000 y 2001, no existe visto bueno de la
Jefaturade Personal.
El Juzgado Especializado en lo Civil de Pucallpa, con fecha 27 de febrero de 2003,
éclaró fundada lademanda, porconsiderar quelarecurrente seencuentra dentro del supuesto
previsto por el artículo Io de la Ley N.° 24041, al haber ejercido labores de naturaleza
permanente como personal del área de Tesorería, por 2 años y 11 meses; y porque no incurrió
en ninguna de las causales establecidas en el Capítulo Vdel Decreto Legislativo N.° 276.
La recurrida, revocando la apelada, declaró improcedente la demanda, estimando que
la aplicación del artículo Io de la Ley N.° 24041 es posible siempre que, efectivamente, se
trate de un servidor contratado para labores de naturaleza permanente y que haya accedido
obligatoriamente a la carrera administrativa a través de concurso, lo que no ocurre con la
demandante, puesto que no ha demostrado que su contrato con la demandada sea de
naturaleza permanente.","Recurso extraordinario interpuesto pordoñaJanetAraujo López contralasentencia de
laSala Mixta delaCorte Superior deJusticia de Ucayali, defojas 116, sufecha 9de junio de
2003,quedeclaróimprocedentelaacciónde amparodeautos."
02329-2002-HC,29095,"El recurrente, con fecha 26 de agosto de 2002, interpone acc10n de hábeas
corpus por violación de su derecho a la libertad individual, y la dirige contra el Consejo
Supremo de Justicia Militar y el Estado Peruano. Solicita que se declare la nulidad de
todo lo actuado y sin efecto jurídico el proceso penal que se le ha seguido, incluida la
sentencia; en consecuencia, se ordene su inmediata libertad y/o se le procese en el fuero
común en su condición de ciudadano civil.
Afirma que el 10 de noviembre de 1994, fue detenido por la DINCOTE sin
mandato judicial, además de no levantarse el acta de detención y obligársele a declarar
contra sí mismo por actos que no realizó, para, posteriormente, obviándose su calidad de
civil, ser derivado al fuero militar, y, mediante un proceso irregular, ser sentenciado a la
pena de cadena perpetua por el delito de traición a la patria confom1e al Decreto Ley No
25659, pena que viene cumpliendo actualmente en el Establecimiento Penal de
Sentenciados de Jea.
Admitido el hábeas corpus, se tomó la declaración sumaria del accionante con
fecha 27 de agosto 2002, donde se ratificó en su acción.
El Procurador Público encargado de los asuntos judiciales de la Justicia Militar,
expone que al recurrente se le juzgó mediante un debido proceso y que la sentencia
tiene los efectos de la cosa juzgada.
(
El Quinto Juzgado Penal de lea, a fojas 22, con fecha 5 de setiembre de 2002,
declaró improcedente la acción por considerar que al actor se le siguió un proceso
regular.
La recurrida confim1ó la apelada por estimar que el recurrente tuvo la
oportunidad de ejercer su derecho de defensa y que se observó el debido proceso.","'
Recurso extraordinario interpuesto por don Jorge Walter Hemández Villa contra
la sentencia expedida por al Primera Sala Penal de la Corte Superior de Justicia de lea,
de fojas 38, su fecha 18 de setiembre de 2002, que declaró improcedente la acción de
hábeas corpus de autos."
01186-2001-AA,29096,"El objeto de la demanda es que por sentencia se ordene que se repongan las cosas al
estado anterior a la violación del derecho del recurrente que consiste en la participación en
l gobierno de la universidad, consagrado en el artículo 52°, inciso b), de la Ley
~
Universitaria N.o 23733. El demandante alega que en su condición de docente principal
/ participó en la Lista N.O 1, Alternativa Valdizana para la elección de representantes ante la
Asamblea Universitaria. En ese acto electoral participaron los docentes Timoteo Zambrano
Toledo, Américo Díaz García y Alicia Hidalgo Palomino por la Lista N.O2 Mi UNHEV AL,
sin cumplir con los requisitos señalados en el artículo 48°, inciso a) de la Ley Universitaria,
N.O 23733; específicamente, no contar con el grado académico de magister o doctor. Sin
embargo, los demandados, mediante Resolución N.O 003-CE-UNHEVAL-2001, de fecha
catorce de mayo de dos mil uno, oficializaron dichas candidaturas y, por Resolución N.O
01 0-CE-UNHEVAL-2001 , de fecha dieciséis de mayo de dos mil uno, aprobaron la
elección de los docentes cuestionados en perjuicio del demandante.
Los demandados proponen las excepciones de representación defectuosa e
insuficiente del demandado, de oscuridad o ambigüedad en el modo de proponer la
demanda y de falta de agotamiento de la vía administrativa; y, contestando la demanda,
señalan que en el artículo 3° del Reglamento General de Elecciones se establece que tienen
derecho a voto todos los profesores ordinarios de la universidad en sus categorías de
principales, asociados y auxiliares que figuren en el padrón confeccionad6' sobre la base de
la Planilla Única de Pagos del mes de abril de dos mil uno. Precisan que los profesores
reincorporados por el Comité Transitorio de Gobierno y, los docentes cuestionados fueron
reincorporados a la universidad en la misma categoría y clase que tenían al momento que
fueron separados; es decir, como profesores principales a dedicación exclusiva conforme al
artículo 2° de la Ley N.o 27437 y al artículo 4° de la Resolución Rectoral N.o 00967-CTG-
01, de fecha diecinueve de marzo de dos mil uno.
El Segundo Juzgado Mixto de Huánuco, a fojas ciento veintiocho, con fecha quince
de junio de dos mil uno, declaró infundadas las excepciones propuestas e improcedente la
demanda, por considerar que los docentes cuestionados cumplían el requisito del artículo 3°
del Reglamento General de Elecciones para los Órganos de Gobierno de la Universidad
ional Hermilio Valdizán.
La recurrida confirmó la apelada en todos sus extremos, por considerar que el
Comité Electoral carecía de facultades para oponerse o efectuar observaciones respecto a
, las reincorporaciones de los docentes cuestionados por el demandante.","Recurso extraordinario interpuesto por don Edwyn Tobías Ortega Galarza contra la
sentencia expedida por la Sala Civil de la Corte Superior de Justicia de Huánuco-Pasco, de
fI . s doscientos cincuenta y uno, su fecha treinta y uno de agosto de dos mil uno, que
laró improcedente la acción de amparo de autos incoada contra don Teodolfo Enciso
utiérrez y don Arnulfo Mendoza Tarazona, Presidente y Secretario del Comité Electoral
/niversitario de la Universidad Nacional Hermilio Valdizán, respectivamente."
01214-2001-AA,29097,"El recurrente, con fecha 20 de junio de 2001, interpone acción de amparo contra la
unicipalidad Provincial de El Santa, por considerar que se ha vulnerado su derecho a no
ser despedido de manera arbitraria, debiendo ordenarse su reincorporación en su centro de
labores. Solicita que se ordene su nombramiento como servidor público dentro de la carrera
administrativa, por haber prestado servicios por un periodo superior a los tres años. Refiere
que ha venido trabaj ando en forma ininterrumpida desde el 31 de marzo de 1997 hasta el 31
de mayo de 2001, fecha en la que fue despedido de manera arbitraria, y que prestaba
servicios en calidad de topógrafo en la Dirección de Obras Públicas y División de Estudios
r¡
Técnicos de dicha municipalidad. Agrega que, pese a tener un contrato vigente, con fecha
28 de mayo de 2001 se le cursó una carta en la que se le indicaba que, a partir del día 31 de
dicho mes y año, se resolvía su contrato por causas económicas y financieras.
La emplazada contesta manifestando que el demandante ha venido trabajando bajo
I la modalidad de contratación de servicios no personales, es decir, que nunca estuvo
registrado en las planillas de la municipalidad, lo que acredita la inexistencia de vínculo
labo al entre las partes.
¡J 1 Segundo J gado Especializado en lo Civil de Chimbote, a fojas 78, con fecha 26
[
I~ulio
, de 1200 , eclaró infundada la demanda, por considerar que, de los contratos que
i-~
~ /
'\/
'
)
obran en autos, se colige que el demandante no tuvo vínculo laboral con la demandada, sino
que la relación entre las partes se dio a través de un contrato de servicios no personales.
La recurrida confirmó la apelada, por considerar que de autos se advierte que el
demandante ha venido prestando servicios para la demandada bajo la modalidad de
servicios no personales, desempeñando labores de naturaleza temporal, por lo que, en el
presente caso, no se configura el supuesto contenido en el artículo 1° de la Ley N. ° 24041.","Recurso extraordinario interpuesto por don David Rubén Méndez Castillo contra la
sentencia expedida por la Sala Civil de la Corte Superior de Justicia del Santa, de fojas 94,
su fecha 4 de setiembre de 2001) que declaró infundada la acción de amparo de autos."
01588-2002-HC,29098,"La demanda, de fecha 24 de mayo de 2002, tiene por objeto que se disponga la
excarcelación de don Abrahan Risco Juárez, quien opina que se encuentra privado de su
libertad desde el23 de agosto de 2001, y que desde dicha fecha hasta la interposición de
la presente demanda han transcurrido 9 meses sin que se haya expedido sentencia en el
proceso penal que se le sigue por los delitos de peculado y otros, motivo por el cual ha
excedido el plazo de detención señalado en el artículo 137° del Código Procesal Penal.
El Juez Encargado Especializado en lo Penal del Módulo Básico de Catacaos
'señaló que, mediante resolución de ·fecha 24 de mayo de 2002, se ha prorrogado el
mandato de detención del demandante, dado que se encontraban pendientes de actuar
algunas diligencias.
El Sétimo Juzgado Penal del Módulo Penal 2 de Piura, a fojas 28, con fecha 25
de mayo de 2002, declaró infundada la demanda considerando que la detención que
~ viene sufriendo el demandante se encuentra conforme a ley, ya que se ha ordenado la
:J!J duplicidad de la detención mediante resolución debidamente motivada dentro de un
:roceso regular.
~"" La recurrida confirmó la apelada, por el mismo fundamento.
·t
•","Recurso extraordinario interpuesto por don Abrahan Risco Juárez contra la
sentencia de la Primera Sala Penal de la Corte Superior de Justicia de Piura, de fojas
cuarenta y seis, su fecha diez de junio de dos mil dos, que declaró infundada la acción
de hábeas corpus de autos incoada contra el Juez del Juzgado Especializado en lo Penal
j del Módulo Básico de Catacaos."
01587-2002-HC,29099,"El demandante, con fecha 24 de mayo de 2002, interpone acción de hábeas
corpus, con el objeto que se disponga la excarcelación de don Isidro Castillo Silva,
quien argumenta que se encuentra privado de su libertad desde el 23 de agosto de 2001
Y que desde dicha fecha hasta la interposición de la presente demanda han transcurrido
ueve meses sin que se haya expedido sentencia en el proceso penal que se le sigue por
los delitos de peculado y otros en agravio del Estado; motivo por el cual señala que su
detención ha excedido el plazo establecido en el artículo 137° del Código Procesal
Penal.
El titular del Juzgado Especializado en lo Penal del Módulo Básico de Catacaos,
en su manifestación obrante a fojas 18, señaló que mediante resolución de fecha 24 de
mayo de 2002, se ha prorrogado el mandato de detención del demandante dado que se
encontraban pendientes de actuar algunas diligencias.
_E l Sétimo Juzgado Penal del Módulo Penal I de Piura, a fojas 29, con fecha 25
de mayo de 2002, declaró infundada la demanda, considerando que la detención que
viene sufriendo el demandante se encuentra de acuerdo a ley, ya que se ha ordenado la
duplicidad de la detención mediante resolución debidamente motivada dentro de un
proceso regular.
La recurrida confirmó la apelada, por el mismo fundamento.
<- .","Recurso extraordinario interpuesto por don Isidro Castillo Silva contra la
sentencia de la Primera Sala Penal de la Corte Superior de Justicia de Piura, de fojas 45,
su fecha 12 de junio de 2001, que declaró infundada la acción de hábeas corpus de autos
incoada contra el Juez del Juzgado Especializado en lo Penal del Módulo Básico de
atacaos."
01567-2002-HC,29100,"El reculTente, con fecha 2 de mayo de 2002, interpone acción de hábeas corpus
contra los Vocales Supremos de la Sala Penal Especial de la Corte Suprema de Justicia
de la República, quienes por resolución de fecha 27 de marzo de 2002, confirmaron el
andato de detención dictado en su contra, en la instrucción que se le sigue por los
elitos de concusión, corrupción de funcionarios, tráfico de influencias y abuso de
autoridad, lo cual, según afirma el accionante, vulnera sus derechos a la libertad
personal, defensa, igualdad ante la ley, presunción de inocencia, debido proceso y el
principio constitucional de motivación escrita de las resoluciones judiciales.
El reCUlTente señala, fundamentalmente, que, en su caso, el proceso es ilTegular
por considerar que: a) la medida dictada responde a un designio político y al miedo a la
opinión pública; b) la Fiscal de la Nación presentó la denuncia basándose en el artículo
100.° de la Constitución, a pesar de que expresamente acepta que en dos de los delitos
imputados (concusión y tráfico de influencias) no se advierten los elementos objetivos
que lo vinculen con la comisión de los delitos imputados; c) la reculTida afirma que no
se han aportado nuevos elementos de juicio que justifiquen la variación de la medida sin
tomar en consideración las nuevas declaraciones testimoniales de personas que lo
desvinculan de la comisión de los ilícitos, y sin apreciar que de lo actuado no se advierte
la existencia de suficientes elementos probatorios que determinen su responsabilidad; d)
los emplazados deducen el peligro procesal a partir de la gravedad de los hechos
imputados, sin ningún procedimiento valorativo que le otorgue la posibilidad de ejercer
•
su derecho de defensa, y sin considerar que fue pública su voluntad de colaborar con el
esclarecimiento de los hechos.
Los emplazados manifiestan que en el presente caso han concurrido los
requisitos que el artículo 135. ° del Código Procesal Penal exige para dictar un mandato
de detención. Señalan que el referido artÍCulo trata de aspectos que son de única
competencia del juez penal y no del juez constitucional. Afirman que la suficiencia de
los elementos de juicio surgidos a partir de los nuevos actos de investigación dieron
lugar a que se confirmara la detención. Indican que la acción de hábeas corpus es
improcedente cuando el procesado tiene instrucción abierta, a menos que exista un
procedimiento irregular, no siendo este el caso. Por último, señalan que el recurrente
está privado de la libertad en mérito a un auto admisorio de carácter penal que está
confirmado por la Sala, es decir, que tiene el carácter de cosa juzgada.
El Trigésimo Sexto Juzgado Penal de Lima, a fojas 171, con fecha 8 de mayo de
2002, declaró improcedente la demanda por considerar que, de acuerdo con el artículo
10.° de la Ley N.o 25398, las anomalías que pudieran cometerse dentro de un proceso
regular, deben resolverse dentro de los mismos, y que los fundamentos del accionante
son, básicamente, alegatos de no responsabilidad y objeciones de carácter probatorio,
cuestiones que deben ser dilucidadas en sede penal y no constitucional.
La recurrida confirmó la apelada, por considerar que el mandato de detención ha
s dictado en un proceso regular, en el que el accionante ha hecho uso de los recursos
i pugnatorios y demás instrumentos procesales que le franquea la ley para garantizar el
jercicio regular e irrestricto del derecho de defensa. Señala que, a efectos de que el juez
constitucional no invada los ámbitos propios del proceso penal, debe tenerse en cuenta
que la apreciación judicial de los elementos investigatorios y de la prueba, resulta
siempre subjetiva, por lo cual el juicio de razonabilidad del revisor constitucional,
tendiente a establecer si la decisión resulta o no regular, debe limitarse al tenor del
razonamiento expresado en las resoluciones dictadas por el juez penal y su
compatibilidad con lo dictado por el artículo 135° del Código Procesal Penal,
concluyendo que dicha compatibilidad se verifica en el presente caso.","Recurso extraordinario interpuesto por don Alejandro Rodríguez Medrano contra
la sentencia expedida por la Primera Sala Penal Corporativa para Procesos Ordinarios
con Reos en Cárcel de la Corte Superior de Justicia de Lima, a fojas 218, su fecha 27 de
mayo de 2002, que declaró improcedente la acción de hábeas corpus de autos."
